  Z     A  Element   m      d      beta       
 54   133    Xe     nan    0.55     0.1    
 54   134    Xe     nan    0.55     0.1    
 54   135    Xe     nan    0.55     0.1    
 54   136    Xe     nan    0.55     0.1    
 54   137    Xe     nan    0.55     0.1    
 54   138    Xe     nan    0.55     0.1    
 54   139    Xe     nan    0.55     0.1    
 54   140    Xe     nan    0.55     0.1    
 54   141    Xe     nan    0.55     0.1    
 54   142    Xe     nan    0.55     0.1    
 54   143    Xe     nan    0.55     0.1    
 54   144    Xe     nan    0.55     0.1    
 54   145    Xe     nan    0.55     0.1    
 54   146    Xe     nan    0.55     0.1    
 54   147    Xe     nan    0.55     0.1    
 55   112    Cs     nan    0.55     0.1    
 55   113    Cs     nan    0.55     0.1    
 55   114    Cs     nan    0.55     0.1    
 55   115    Cs     nan    0.55     0.1    
 55   116    Cs     nan    0.55     0.1    
 55   117    Cs     nan    0.55     0.1    
 55   118    Cs     nan    0.55     0.1    
 55   119    Cs     nan    0.55     0.1    
 55   120    Cs     nan    0.55     0.1    
 55   121    Cs     nan    0.55     0.1    
 55   122    Cs     nan    0.55     0.1    
 55   123    Cs     nan    0.55     0.1    
 55   124    Cs     nan    0.55     0.1    
 55   125    Cs     nan    0.55     0.1    
 55   126    Cs     nan    0.55     0.1    
 55   127    Cs     nan    0.55     0.1    
 55   128    Cs     nan    0.55     0.1    
 55   129    Cs     nan    0.55     0.1    
 55   130    Cs     nan    0.55     0.1    
 55   131    Cs     nan    0.55     0.1    
 55   132    Cs     nan    0.55     0.1    
 55   133    Cs     nan    0.55     0.1    
 55   134    Cs     nan    0.55     0.1    
 55   135    Cs     nan    0.55     0.1    
 55   136    Cs     nan    0.55     0.1    
 55   137    Cs     nan    0.55     0.1    
 55   138    Cs     nan    0.55     0.1    
 55   139    Cs     nan    0.55     0.1    
 55   140    Cs     nan    0.55     0.1    
 55   141    Cs     nan    0.55     0.1    
 55   142    Cs     nan    0.55     0.1    
 55   143    Cs     nan    0.55     0.1    
 55   144    Cs     nan    0.55     0.1    
 55   145    Cs     nan    0.55     0.1    
 55   146    Cs     nan    0.55     0.1    
 55   147    Cs     nan    0.55     0.1    
 55   148    Cs     nan    0.55     0.1    
 55   149    Cs     nan    0.55     0.1    
 55   150    Cs     nan    0.55     0.1    
 55   151    Cs     nan    0.55     0.1    
 56   114    Ba     nan    0.55     0.1    
 56   115    Ba     nan    0.55     0.1    
 56   116    Ba     nan    0.55     0.1    
 56   117    Ba     nan    0.55     0.1    
 56   118    Ba     nan    0.55     0.1    
 56   119    Ba     nan    0.55     0.1    
 56   120    Ba     nan    0.55     0.1    
 56   121    Ba     nan    0.55     0.1    
 56   122    Ba     nan    0.55     0.1    
 56   123    Ba     nan    0.55     0.1    
 56   124    Ba     nan    0.55     0.1    
 56   125    Ba     nan    0.55     0.1    
 56   126    Ba     nan    0.55     0.1    
 56   127    Ba     nan    0.55     0.1    
 56   128    Ba     nan    0.55     0.1    
 56   129    Ba     nan    0.55     0.1    
 56   130    Ba     nan    0.55     0.1    
 56   131    Ba     nan    0.55     0.1    
 56   132    Ba     nan    0.55     0.1    
 56   133    Ba     nan    0.55     0.1    
 56   134    Ba     nan    0.55     0.1    
 56   135    Ba     nan    0.55     0.1    
 56   136    Ba     nan    0.55     0.1    
 56   137    Ba     nan    0.55     0.1    
 56   138    Ba     nan    0.55     0.1    
 56   139    Ba     nan    0.55     0.1    
 56   140    Ba     nan    0.55     0.1    
 56   141    Ba     nan    0.55     0.1    
 56   142    Ba     nan    0.55     0.1    
 56   143    Ba     nan    0.55     0.1    
 56   144    Ba     nan    0.55     0.1    
 56   145    Ba     nan    0.55     0.1    
 56   146    Ba     nan    0.55     0.1    
 56   147    Ba     nan    0.55     0.1    
 56   148    Ba     nan    0.55     0.1    
 56   149    Ba     nan    0.55     0.1    
 56   150    Ba     nan    0.55     0.1    
 56   151    Ba     nan    0.55     0.1    
 56   152    Ba     nan    0.55     0.1    
 56   153    Ba     nan    0.55     0.1    
 57   117    La     nan    0.55     0.1    
 57   118    La     nan    0.55     0.1    
 57   119    La     nan    0.55     0.1    
 57   120    La     nan    0.55     0.1    
 57   121    La     nan    0.55     0.1    
 57   122    La     nan    0.55     0.1    
 57   123    La     nan    0.55     0.1    
 57   124    La     nan    0.55     0.1    
 57   125    La     nan    0.55     0.1    
 57   126    La     nan    0.55     0.1    
 57   127    La     nan    0.55     0.1    
 57   128    La     nan    0.55     0.1    
 57   129    La     nan    0.55     0.1    
 57   130    La     nan    0.55     0.1    
 57   131    La     nan    0.55     0.1    
 57   132    La     nan    0.55     0.1    
 57   133    La     nan    0.55     0.1    
 57   134    La     nan    0.55     0.1    
 57   135    La     nan    0.55     0.1    
 57   136    La     nan    0.55     0.1    
 57   137    La     nan    0.55     0.1    
 57   138    La     nan    0.55     0.1    
 57   139    La     nan    0.55     0.1    
 57   140    La     nan    0.55     0.1    
 57   141    La     nan    0.55     0.1    
 57   142    La     nan    0.55     0.1    
 57   143    La     nan    0.55     0.1    
 57   144    La     nan    0.55     0.1    
 57   145    La     nan    0.55     0.1    
 57   146    La     nan    0.55     0.1    
 57   147    La     nan    0.55     0.1    
 57   148    La     nan    0.55     0.1    
 57   149    La     nan    0.55     0.1    
 57   150    La     nan    0.55     0.1    
 57   151    La     nan    0.55     0.1    
 57   152    La     nan    0.55     0.1    
 57   153    La     nan    0.55     0.1    
 57   154    La     nan    0.55     0.1    
 57   155    La     nan    0.55     0.1    
 58   119    Ce     nan    0.55     0.1    
 58   120    Ce     nan    0.55     0.1    
 58   121    Ce     nan    0.55     0.1    
 58   122    Ce     nan    0.55     0.1    
 58   123    Ce     nan    0.55     0.1    
 58   124    Ce     nan    0.55     0.1    
 58   125    Ce     nan    0.55     0.1    
 58   126    Ce     nan    0.55     0.1    
 58   127    Ce     nan    0.55     0.1    
 58   128    Ce     nan    0.55     0.1    
 58   129    Ce     nan    0.55     0.1    
 58   130    Ce     nan    0.55     0.1    
 58   131    Ce     nan    0.55     0.1    
 58   132    Ce     nan    0.55     0.1    
 58   133    Ce     nan    0.55     0.1    
 58   134    Ce     nan    0.55     0.1    
 58   135    Ce     nan    0.55     0.1    
 58   136    Ce     nan    0.55     0.1    
 58   137    Ce     nan    0.55     0.1    
 58   138    Ce     nan    0.55     0.1    
 58   139    Ce     nan    0.55     0.1    
 58   140    Ce     nan    0.55     0.1    
 58   141    Ce     nan    0.55     0.1    
 58   142    Ce     nan    0.55     0.1    
 58   143    Ce     nan    0.55     0.1    
 58   144    Ce     nan    0.55     0.1    
 58   145    Ce     nan    0.55     0.1    
 58   146    Ce     nan    0.55     0.1    
 58   147    Ce     nan    0.55     0.1    
 58   148    Ce     nan    0.55     0.1    
 58   149    Ce     nan    0.55     0.1    
 58   150    Ce     nan    0.55     0.1    
 58   151    Ce     nan    0.55     0.1    
 58   152    Ce     nan    0.55     0.1    
 58   153    Ce     nan    0.55     0.1    
 58   154    Ce     nan    0.55     0.1    
 58   155    Ce     nan    0.55     0.1    
 58   156    Ce     nan    0.55     0.1    
 58   157    Ce     nan    0.55     0.1    
 59   121    Pr     nan    0.55     0.1    
 59   122    Pr     nan    0.55     0.1    
 59   123    Pr     nan    0.55     0.1    
 59   124    Pr     nan    0.55     0.1    
 59   125    Pr     nan    0.55     0.1    
 59   126    Pr     nan    0.55     0.1    
 59   127    Pr     nan    0.55     0.1    
 59   128    Pr     nan    0.55     0.1    
 59   129    Pr     nan    0.55     0.1    
 59   130    Pr     nan    0.55     0.1    
 59   131    Pr     nan    0.55     0.1    
 59   132    Pr     nan    0.55     0.1    
 59   133    Pr     nan    0.55     0.1    
 59   134    Pr     nan    0.55     0.1    
 59   135    Pr     nan    0.55     0.1    
 59   136    Pr     nan    0.55     0.1    
 59   137    Pr     nan    0.55     0.1    
 59   138    Pr     nan    0.55     0.1    
 59   139    Pr     nan    0.55     0.1    
 59   140    Pr     nan    0.55     0.1    
 59   141    Pr     nan    0.55     0.1    
 59   142    Pr     nan    0.55     0.1    
 59   143    Pr     nan    0.55     0.1    
 59   144    Pr     nan    0.55     0.1    
 59   145    Pr     nan    0.55     0.1    
 59   146    Pr     nan    0.55     0.1    
 59   147    Pr     nan    0.55     0.1    
 59   148    Pr     nan    0.55     0.1    
 59   149    Pr     nan    0.55     0.1    
 59   150    Pr     nan    0.55     0.1    
 59   151    Pr     nan    0.55     0.1    
 59   152    Pr     nan    0.55     0.1    
 59   153    Pr     nan    0.55     0.1    
 59   154    Pr     nan    0.55     0.1    
 59   155    Pr     nan    0.55     0.1    
 59   156    Pr     nan    0.55     0.1    
 59   157    Pr     nan    0.55     0.1    
 59   158    Pr     nan    0.55     0.1    
 59   159    Pr     nan    0.55     0.1    
 60   126    Nd     nan    0.55     0.1    
 60   127    Nd     nan    0.55     0.1    
 60   128    Nd     nan    0.55     0.1    
 60   129    Nd     nan    0.55     0.1    
 60   130    Nd     nan    0.55     0.1    
 60   131    Nd     nan    0.55     0.1    
 60   132    Nd     nan    0.55     0.1    
 60   133    Nd     nan    0.55     0.1    
 60   134    Nd     nan    0.55     0.1    
 60   135    Nd     nan    0.55     0.1    
 60   136    Nd     nan    0.55     0.1    
 60   137    Nd     nan    0.55     0.1    
 60   138    Nd     nan    0.55     0.1    
 60   139    Nd     nan    0.55     0.1    
 60   140    Nd     nan    0.55     0.1    
 60   141    Nd     nan    0.55     0.1    
 60   142    Nd     nan    0.55     0.1    
 60   143    Nd     nan    0.55     0.1    
 60   144    Nd     nan    0.55     0.1    
 60   145    Nd     nan    0.55     0.1    
 60   146    Nd     nan    0.55     0.1    
 60   147    Nd     nan    0.55     0.1    
 60   148    Nd     nan    0.55     0.1    
 60   149    Nd     nan    0.55     0.1    
 60   150    Nd     nan    0.55     0.1    
 60   151    Nd     nan    0.55     0.1    
 60   152    Nd     nan    0.55     0.1    
 60   153    Nd     nan    0.55     0.1    
 60   154    Nd     nan    0.55     0.1    
 60   155    Nd     nan    0.55     0.1    
 60   156    Nd     nan    0.55     0.1    
 60   157    Nd     nan    0.55     0.1    
 60   158    Nd     nan    0.55     0.1    
 60   159    Nd     nan    0.55     0.1    
 60   160    Nd     nan    0.55     0.1    
 60   161    Nd     nan    0.55     0.1    
 61   128    Pm     nan    0.55     0.1    
 61   129    Pm     nan    0.55     0.1    
 61   130    Pm     nan    0.55     0.1    
 61   131    Pm     nan    0.55     0.1    
 61   132    Pm     nan    0.55     0.1    
 61   133    Pm     nan    0.55     0.1    
 61   134    Pm     nan    0.55     0.1    
 61   135    Pm     nan    0.55     0.1    
 61   136    Pm     nan    0.55     0.1    
 61   137    Pm     nan    0.55     0.1    
 61   138    Pm     nan    0.55     0.1    
 61   139    Pm     nan    0.55     0.1    
 61   140    Pm     nan    0.55     0.1    
 61   141    Pm     nan    0.55     0.1    
 61   142    Pm     nan    0.55     0.1    
 61   143    Pm     nan    0.55     0.1    
 61   144    Pm     nan    0.55     0.1    
 61   145    Pm     nan    0.55     0.1    
 61   146    Pm     nan    0.55     0.1    
 61   147    Pm     nan    0.55     0.1    
 61   148    Pm     nan    0.55     0.1    
 61   149    Pm     nan    0.55     0.1    
 61   150    Pm     nan    0.55     0.1    
 61   151    Pm     nan    0.55     0.1    
 61   152    Pm     nan    0.55     0.1    
 61   153    Pm     nan    0.55     0.1    
 61   154    Pm     nan    0.55     0.1    
 61   155    Pm     nan    0.55     0.1    
 61   156    Pm     nan    0.55     0.1    
 61   157    Pm     nan    0.55     0.1    
 61   158    Pm     nan    0.55     0.1    
 61   159    Pm     nan    0.55     0.1    
 61   160    Pm     nan    0.55     0.1    
 61   161    Pm     nan    0.55     0.1    
 61   162    Pm     nan    0.55     0.1    
 61   163    Pm     nan    0.55     0.1    
 62   130    Sm     nan    0.55     0.1    
 62   131    Sm     nan    0.55     0.1    
 62   132    Sm     nan    0.55     0.1    
 62   133    Sm     nan    0.55     0.1    
 62   134    Sm     nan    0.55     0.1    
 62   135    Sm     nan    0.55     0.1    
 62   136    Sm     nan    0.55     0.1    
 62   137    Sm     nan    0.55     0.1    
 62   138    Sm     nan    0.55     0.1    
 62   139    Sm     nan    0.55     0.1    
 62   140    Sm     nan    0.55     0.1    
 62   141    Sm     nan    0.55     0.1    
 62   142    Sm     nan    0.55     0.1    
 62   143    Sm     nan    0.55     0.1    
 62   144    Sm     nan    0.55     0.1    
 62   145    Sm     nan    0.55     0.1    
 62   146    Sm     nan    0.55     0.1    
 62   147    Sm     nan    0.55     0.1    
 62   148    Sm     nan    0.55     0.1    
 62   149    Sm     nan    0.55     0.1    
 62   150    Sm     nan    0.55     0.1    
 62   151    Sm     nan    0.55     0.1    
 62   152    Sm     nan    0.55     0.1    
 62   153    Sm     nan    0.55     0.1    
 62   154    Sm     nan    0.55     0.1    
 62   155    Sm     nan    0.55     0.1    
 62   156    Sm     nan    0.55     0.1    
 62   157    Sm     nan    0.55     0.1    
 62   158    Sm     nan    0.55     0.1    
 62   159    Sm     nan    0.55     0.1    
 62   160    Sm     nan    0.55     0.1    
 62   161    Sm     nan    0.55     0.1    
 62   162    Sm     nan    0.55     0.1    
 62   163    Sm     nan    0.55     0.1    
 62   164    Sm     nan    0.55     0.1    
 62   165    Sm     nan    0.55     0.1    
 63   131    Eu     nan    0.55     0.1    
 63   132    Eu     nan    0.55     0.1    
 63   133    Eu     nan    0.55     0.1    
 63   134    Eu     nan    0.55     0.1    
 63   135    Eu     nan    0.55     0.1    
 63   136    Eu     nan    0.55     0.1    
 63   137    Eu     nan    0.55     0.1    
 63   138    Eu     nan    0.55     0.1    
 63   139    Eu     nan    0.55     0.1    
 63   140    Eu     nan    0.55     0.1    
 63   141    Eu     nan    0.55     0.1    
 63   142    Eu     nan    0.55     0.1    
 63   143    Eu     nan    0.55     0.1    
 63   144    Eu     nan    0.55     0.1    
 63   145    Eu     nan    0.55     0.1    
 63   146    Eu     nan    0.55     0.1    
 63   147    Eu     nan    0.55     0.1    
 63   148    Eu     nan    0.55     0.1    
 63   149    Eu     nan    0.55     0.1    
 63   150    Eu     nan    0.55     0.1    
 63   151    Eu     nan    0.55     0.1    
 63   152    Eu     nan    0.55     0.1    
 63   153    Eu     nan    0.55     0.1    
 63   154    Eu     nan    0.55     0.1    
 63   155    Eu     nan    0.55     0.1    
 63   156    Eu     nan    0.55     0.1    
 63   157    Eu     nan    0.55     0.1    
 63   158    Eu     nan    0.55     0.1    
 63   159    Eu     nan    0.55     0.1    
 63   160    Eu     nan    0.55     0.1    
 63   161    Eu     nan    0.55     0.1    
 63   162    Eu     nan    0.55     0.1    
 63   163    Eu     nan    0.55     0.1    
 63   164    Eu     nan    0.55     0.1    
 63   165    Eu     nan    0.55     0.1    
 63   166    Eu     nan    0.55     0.1    
 63   167    Eu     nan    0.55     0.1    
 64   136    Gd     nan    0.55     0.1    
 64   137    Gd     nan    0.55     0.1    
 64   138    Gd     nan    0.55     0.1    
 64   139    Gd     nan    0.55     0.1    
 64   140    Gd     nan    0.55     0.1    
 64   141    Gd     nan    0.55     0.1    
 64   142    Gd     nan    0.55     0.1    
 64   143    Gd     nan    0.55     0.1    
 64   144    Gd     nan    0.55     0.1    
 64   145    Gd     nan    0.55     0.1    
 64   146    Gd     nan    0.55     0.1    
 64   147    Gd     nan    0.55     0.1    
 64   148    Gd     nan    0.55     0.1    
 64   149    Gd     nan    0.55     0.1    
 64   150    Gd     nan    0.55     0.1    
 64   151    Gd     nan    0.55     0.1    
 64   152    Gd     nan    0.55     0.1    
 64   153    Gd     nan    0.55     0.1    
 64   154    Gd     nan    0.55     0.1    
 64   155    Gd     nan    0.55     0.1    
 64   156    Gd     nan    0.55     0.1    
 64   157    Gd     nan    0.55     0.1    
 64   158    Gd     nan    0.55     0.1    
 64   159    Gd     nan    0.55     0.1    
 64   160    Gd     nan    0.55     0.1    
 64   161    Gd     nan    0.55     0.1    
 64   162    Gd     nan    0.55     0.1    
 64   163    Gd     nan    0.55     0.1    
 64   164    Gd     nan    0.55     0.1    
 64   165    Gd     nan    0.55     0.1    
 64   166    Gd     nan    0.55     0.1    
 64   167    Gd     nan    0.55     0.1    
 64   168    Gd     nan    0.55     0.1    
 64   169    Gd     nan    0.55     0.1    
 65   138    Tb     nan    0.55     0.1    
 65   139    Tb     nan    0.55     0.1    
 65   140    Tb     nan    0.55     0.1    
 65   141    Tb     nan    0.55     0.1    
 65   142    Tb     nan    0.55     0.1    
 65   143    Tb     nan    0.55     0.1    
 65   144    Tb     nan    0.55     0.1    
 65   145    Tb     nan    0.55     0.1    
 65   146    Tb     nan    0.55     0.1    
 65   147    Tb     nan    0.55     0.1    
 65   148    Tb     nan    0.55     0.1    
 65   149    Tb     nan    0.55     0.1    
 65   150    Tb     nan    0.55     0.1    
 65   151    Tb     nan    0.55     0.1    
 65   152    Tb     nan    0.55     0.1    
 65   153    Tb     nan    0.55     0.1    
 65   154    Tb     nan    0.55     0.1    
 65   155    Tb     nan    0.55     0.1    
 65   156    Tb     nan    0.55     0.1    
 65   157    Tb     nan    0.55     0.1    
 65   158    Tb     nan    0.55     0.1    
 65   159    Tb     nan    0.55     0.1    
 65   160    Tb     nan    0.55     0.1    
 65   161    Tb     nan    0.55     0.1    
 65   162    Tb     nan    0.55     0.1    
 65   163    Tb     nan    0.55     0.1    
 65   164    Tb     nan    0.55     0.1    
 65   165    Tb     nan    0.55     0.1    
 65   166    Tb     nan    0.55     0.1    
 65   167    Tb     nan    0.55     0.1    
 65   168    Tb     nan    0.55     0.1    
 65   169    Tb     nan    0.55     0.1    
 65   170    Tb     nan    0.55     0.1    
 65   171    Tb     nan    0.55     0.1    
 66   140    Dy     nan    0.55     0.1    
 66   141    Dy     nan    0.55     0.1    
 66   142    Dy     nan    0.55     0.1    
 66   143    Dy     nan    0.55     0.1    
 66   144    Dy     nan    0.55     0.1    
 66   145    Dy     nan    0.55     0.1    
 66   146    Dy     nan    0.55     0.1    
 66   147    Dy     nan    0.55     0.1    
 66   148    Dy     nan    0.55     0.1    
 66   149    Dy     nan    0.55     0.1    
 66   150    Dy     nan    0.55     0.1    
 66   151    Dy     nan    0.55     0.1    
 66   152    Dy     nan    0.55     0.1    
 66   153    Dy     nan    0.55     0.1    
 66   154    Dy     nan    0.55     0.1    
 66   155    Dy     nan    0.55     0.1    
 66   156    Dy     nan    0.55     0.1    
 66   157    Dy     nan    0.55     0.1    
 66   158    Dy     nan    0.55     0.1    
 66   159    Dy     nan    0.55     0.1    
 66   160    Dy     nan    0.55     0.1    
 66   161    Dy     nan    0.55     0.1    
 66   162    Dy     nan    0.55     0.1    
 66   163    Dy     nan    0.55     0.1    
 66   164    Dy     nan    0.55     0.1    
 66   165    Dy     nan    0.55     0.1    
 66   166    Dy     nan    0.55     0.1    
 66   167    Dy     nan    0.55     0.1    
 66   168    Dy     nan    0.55     0.1    
 66   169    Dy     nan    0.55     0.1    
 66   170    Dy     nan    0.55     0.1    
 66   171    Dy     nan    0.55     0.1    
 66   172    Dy     nan    0.55     0.1    
 66   173    Dy     nan    0.55     0.1    
 67   141    Ho     nan    0.55     0.1    
 67   142    Ho     nan    0.55     0.1    
 67   143    Ho     nan    0.55     0.1    
 67   144    Ho     nan    0.55     0.1    
 67   145    Ho     nan    0.55     0.1    
 67   146    Ho     nan    0.55     0.1    
 67   147    Ho     nan    0.55     0.1    
 67   148    Ho     nan    0.55     0.1    
 67   149    Ho     nan    0.55     0.1    
 67   150    Ho     nan    0.55     0.1    
 67   151    Ho     nan    0.55     0.1    
 67   152    Ho     nan    0.55     0.1    
 67   153    Ho     nan    0.55     0.1    
 67   154    Ho     nan    0.55     0.1    
 67   155    Ho     nan    0.55     0.1    
 67   156    Ho     nan    0.55     0.1    
 67   157    Ho     nan    0.55     0.1    
 67   158    Ho     nan    0.55     0.1    
 67   159    Ho     nan    0.55     0.1    
 67   160    Ho     nan    0.55     0.1    
 67   161    Ho     nan    0.55     0.1    
 67   162    Ho     nan    0.55     0.1    
 67   163    Ho     nan    0.55     0.1    
 67   164    Ho     nan    0.55     0.1    
 67   165    Ho     nan    0.55     0.1    
 67   166    Ho     nan    0.55     0.1    
 67   167    Ho     nan    0.55     0.1    
 67   168    Ho     nan    0.55     0.1    
 67   169    Ho     nan    0.55     0.1    
 67   170    Ho     nan    0.55     0.1    
 67   171    Ho     nan    0.55     0.1    
 67   172    Ho     nan    0.55     0.1    
 67   173    Ho     nan    0.55     0.1    
 67   174    Ho     nan    0.55     0.1    
 67   175    Ho     nan    0.55     0.1    
 68   144    Er     nan    0.55     0.1    
 68   145    Er     nan    0.55     0.1    
 68   146    Er     nan    0.55     0.1    
 68   147    Er     nan    0.55     0.1    
 68   148    Er     nan    0.55     0.1    
 68   149    Er     nan    0.55     0.1    
 68   150    Er     nan    0.55     0.1    
 68   151    Er     nan    0.55     0.1    
 68   152    Er     nan    0.55     0.1    
 68   153    Er     nan    0.55     0.1    
 68   154    Er     nan    0.55     0.1    
 68   155    Er     nan    0.55     0.1    
 68   156    Er     nan    0.55     0.1    
 68   157    Er     nan    0.55     0.1    
 68   158    Er     nan    0.55     0.1    
 68   159    Er     nan    0.55     0.1    
 68   160    Er     nan    0.55     0.1    
 68   161    Er     nan    0.55     0.1    
 68   162    Er     nan    0.55     0.1    
 68   163    Er     nan    0.55     0.1    
 68   164    Er     nan    0.55     0.1    
 68   165    Er     nan    0.55     0.1    
 68   166    Er     nan    0.55     0.1    
 68   167    Er     nan    0.55     0.1    
 68   168    Er     nan    0.55     0.1    
 68   169    Er     nan    0.55     0.1    
 68   170    Er     nan    0.55     0.1    
 68   171    Er     nan    0.55     0.1    
 68   172    Er     nan    0.55     0.1    
 68   173    Er     nan    0.55     0.1    
 68   174    Er     nan    0.55     0.1    
 68   175    Er     nan    0.55     0.1    
 68   176    Er     nan    0.55     0.1    
 68   177    Er     nan    0.55     0.1    
 69   146    Tm     nan    0.55     0.1    
 69   147    Tm     nan    0.55     0.1    
 69   148    Tm     nan    0.55     0.1    
 69   149    Tm     nan    0.55     0.1    
 69   150    Tm     nan    0.55     0.1    
 69   151    Tm     nan    0.55     0.1    
 69   152    Tm     nan    0.55     0.1    
 69   153    Tm     nan    0.55     0.1    
 69   154    Tm     nan    0.55     0.1    
 69   155    Tm     nan    0.55     0.1    
 69   156    Tm     nan    0.55     0.1    
 69   157    Tm     nan    0.55     0.1    
 69   158    Tm     nan    0.55     0.1    
 69   159    Tm     nan    0.55     0.1    
 69   160    Tm     nan    0.55     0.1    
 69   161    Tm     nan    0.55     0.1    
 69   162    Tm     nan    0.55     0.1    
 69   163    Tm     nan    0.55     0.1    
 69   164    Tm     nan    0.55     0.1    
 69   165    Tm     nan    0.55     0.1    
 69   166    Tm     nan    0.55     0.1    
 69   167    Tm     nan    0.55     0.1    
 69   168    Tm     nan    0.55     0.1    
 69   169    Tm     nan    0.55     0.1    
 69   170    Tm     nan    0.55     0.1    
 69   171    Tm     nan    0.55     0.1    
 69   172    Tm     nan    0.55     0.1    
 69   173    Tm     nan    0.55     0.1    
 69   174    Tm     nan    0.55     0.1    
 69   175    Tm     nan    0.55     0.1    
 69   176    Tm     nan    0.55     0.1    
 69   177    Tm     nan    0.55     0.1    
 69   178    Tm     nan    0.55     0.1    
 69   179    Tm     nan    0.55     0.1    
 70   148    Yb     nan    0.55     0.1    
 70   149    Yb     nan    0.55     0.1    
 70   150    Yb     nan    0.55     0.1    
 70   151    Yb     nan    0.55     0.1    
 70   152    Yb     nan    0.55     0.1    
 70   153    Yb     nan    0.55     0.1    
 70   154    Yb     nan    0.55     0.1    
 70   155    Yb     nan    0.55     0.1    
 70   156    Yb     nan    0.55     0.1    
 70   157    Yb     nan    0.55     0.1    
 70   158    Yb     nan    0.55     0.1    
 70   159    Yb     nan    0.55     0.1    
 70   160    Yb     nan    0.55     0.1    
 70   161    Yb     nan    0.55     0.1    
 70   162    Yb     nan    0.55     0.1    
 70   163    Yb     nan    0.55     0.1    
 70   164    Yb     nan    0.55     0.1    
 70   165    Yb     nan    0.55     0.1    
 70   166    Yb     nan    0.55     0.1    
 70   167    Yb     nan    0.55     0.1    
 70   168    Yb     nan    0.55     0.1    
 70   169    Yb     nan    0.55     0.1    
 70   170    Yb     nan    0.55     0.1    
 70   171    Yb     nan    0.55     0.1    
 70   172    Yb     nan    0.55     0.1    
 70   173    Yb     nan    0.55     0.1    
 70   174    Yb     nan    0.55     0.1    
 70   175    Yb     nan    0.55     0.1    
 70   176    Yb     nan    0.55     0.1    
 70   177    Yb     nan    0.55     0.1    
 70   178    Yb     nan    0.55     0.1    
 70   179    Yb     nan    0.55     0.1    
 70   180    Yb     nan    0.55     0.1    
 70   181    Yb     nan    0.55     0.1    
 71   150    Lu     nan    0.55     0.1    
 71   151    Lu     nan    0.55     0.1    
 71   152    Lu     nan    0.55     0.1    
 71   153    Lu     nan    0.55     0.1    
 71   154    Lu     nan    0.55     0.1    
 71   155    Lu     nan    0.55     0.1    
 71   156    Lu     nan    0.55     0.1    
 71   157    Lu     nan    0.55     0.1    
 71   158    Lu     nan    0.55     0.1    
 71   159    Lu     nan    0.55     0.1    
 71   160    Lu     nan    0.55     0.1    
 71   161    Lu     nan    0.55     0.1    
 71   162    Lu     nan    0.55     0.1    
 71   163    Lu     nan    0.55     0.1    
 71   164    Lu     nan    0.55     0.1    
 71   165    Lu     nan    0.55     0.1    
 71   166    Lu     nan    0.55     0.1    
 71   167    Lu     nan    0.55     0.1    
 71   168    Lu     nan    0.55     0.1    
 71   169    Lu     nan    0.55     0.1    
 71   170    Lu     nan    0.55     0.1    
 71   171    Lu     nan    0.55     0.1    
 71   172    Lu     nan    0.55     0.1    
 71   173    Lu     nan    0.55     0.1    
 71   174    Lu     nan    0.55     0.1    
 71   175    Lu     nan    0.55     0.1    
 71   176    Lu     nan    0.55     0.1    
 71   177    Lu     nan    0.55     0.1    
 71   178    Lu     nan    0.55     0.1    
 71   179    Lu     nan    0.55     0.1    
 71   180    Lu     nan    0.55     0.1    
 71   181    Lu     nan    0.55     0.1    
 71   182    Lu     nan    0.55     0.1    
 71   183    Lu     nan    0.55     0.1    
 71   184    Lu     nan    0.55     0.1    
 72   154    Hf     nan    0.55     0.1    
 72   155    Hf     nan    0.55     0.1    
 72   156    Hf     nan    0.55     0.1    
 72   157    Hf     nan    0.55     0.1    
 72   158    Hf     nan    0.55     0.1    
 72   159    Hf     nan    0.55     0.1    
 72   160    Hf     nan    0.55     0.1    
 72   161    Hf     nan    0.55     0.1    
 72   162    Hf     nan    0.55     0.1    
 72   163    Hf     nan    0.55     0.1    
 72   164    Hf     nan    0.55     0.1    
 72   165    Hf     nan    0.55     0.1    
 72   166    Hf     nan    0.55     0.1    
 72   167    Hf     nan    0.55     0.1    
 72   168    Hf     nan    0.55     0.1    
 72   169    Hf     nan    0.55     0.1    
 72   170    Hf     nan    0.55     0.1    
 72   171    Hf     nan    0.55     0.1    
 72   172    Hf     nan    0.55     0.1    
 72   173    Hf     nan    0.55     0.1    
 72   174    Hf     nan    0.55     0.1    
 72   175    Hf     nan    0.55     0.1    
 72   176    Hf     nan    0.55     0.1    
 72   177    Hf     nan    0.55     0.1    
 72   178    Hf     nan    0.55     0.1    
 72   179    Hf     nan    0.55     0.1    
 72   180    Hf     nan    0.55     0.1    
 72   181    Hf     nan    0.55     0.1    
 72   182    Hf     nan    0.55     0.1    
 72   183    Hf     nan    0.55     0.1    
 72   184    Hf     nan    0.55     0.1    
 72   185    Hf     nan    0.55     0.1    
 72   186    Hf     nan    0.55     0.1    
 73   156    Ta     nan    0.55     0.1    
 73   157    Ta     nan    0.55     0.1    
 73   158    Ta     nan    0.55     0.1    
 73   159    Ta     nan    0.55     0.1    
 73   160    Ta     nan    0.55     0.1    
 73   161    Ta     nan    0.55     0.1    
 73   162    Ta     nan    0.55     0.1    
